2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
2561.5, 2426.5, 2293.5, 2153.5, 2025.5, 1883.5, 1751.5, 1612.5,
7682.5, 7294, 6904.5, 6514, 6113.5, 5723.5, 5335.5, 4941,
